Filename,Instance_Number,Objective_Index,Additional infos_gap,Additional infos_computation_time,Additional infos_obj,Additional infos_solved,Metrics_Envy Freeness,Metrics_Relative Mean Deviation,Metrics_Gini Coefficient,Metrics_Jain's Fairness Index,Metrics_Energy Shortfall,Metrics_Relative Range,Metrics_Coefficient of Variation,Metrics_Hoover Index,Metrics_Utility
solution_40_obj=2_h_lns.log,40,2,-1.0,600.013896,-404.333592,0,0.15851017449086818,1.4571639522150097,0.7686951571016947,0.23880099246547606,1005.6961109999991,4.820531147615394,1.785381552016881,0.7285819761075049,0.20414473968801095
solution_48_obj=2_h_lns.log,48,2,-1.0,600.089867,-681.598473,0,0.21141189333300842,1.2220781675614663,0.646989254540162,0.37388211945922717,3053.1590249999977,3.0259368158599043,1.2940787485510836,0.611039083780733,0.32512879061004524
solution_39_obj=6_h_lns.log,39,6,-1.0,600.002999,0.290223,0,0.08379524230290092,0.4671134672740485,0.3258869984658011,0.7495598894829109,980.5980309999985,2.2205303964121974,0.5780278638908574,0.23355673363702423,0.25455845207208333
solution_15_obj=1_h_lns.log,15,1,-1.0,600.02073,28.577752,0,0.14164522019786133,0.7549713821408006,0.5001736049528422,0.5556617416043221,2624.8230260000005,3.1345120858391127,0.8942348813080436,0.3774856910704003,0.2817761527223337
solution_21_obj=9_h_lns.log,21,9,-1.0,601.40903,207.38869,0,0.12698227327006376,0.25236285289421967,0.16759006410915975,0.8944817157127853,11288.428662,1.2981113448594144,0.34346155099715486,0.12618142644710986,0.7558014746291214
solution_23_obj=6_h_lns.log,23,6,-1.0,600.658936,0.328168,0,0.10180177739532577,0.3482749867127813,0.24976541534558536,0.8265475171917588,5913.532778999996,2.3003468784007013,0.45809583957250644,0.17413749335639067,0.4065705926952965
solution_32_obj=5_h_lns.log,32,5,-1.0,600.002985,0.337674,0,0.07933099869725187,0.39347672364142117,0.27862928925856073,0.7982241860732868,1050.987244999999,2.0436980734839123,0.5027731915805589,0.19673836182071056,0.28187161844783026
solution_30_obj=1_h_lns.log,30,1,-1.0,600.404789,68.414913,0,0.1449804983790843,0.6697300438731861,0.4423461110925954,0.624927679852456,5956.551320999996,2.955133330690835,0.7747161809353833,0.33486502193659307,0.3269341438900127
solution_44_obj=7_h_lns.log,44,7,-1.0,600.17996,0.267289,0,0.0866140881730444,0.29718981759957064,0.21707387985579696,0.8624336968498015,3052.2077529999997,1.798054632077316,0.39938631057591234,0.1485949087997853,0.397012380252421
solution_1_obj=2_h_lns.log,1,2,-1.0,600.030991,-423.114676,0,0.12582494475345687,1.5615543224415473,0.814052244237352,0.1761791354806124,749.8750629999989,6.329911029829712,2.162415552297202,0.7807771612207738,0.15302051703404415
solution_34_obj=6_h_lns.log,34,6,-1.0,600.006616,0.306921,0,0.09484984348732307,0.4225536720552756,0.2896320263663463,0.77830367739449,1330.8687559999994,1.8759763405368723,0.5337092175198448,0.21127683602763783,0.3242091222801337
solution_19_obj=9_h_lns.log,19,9,-1.0,601.169737,69.832993,0,0.09332153629193214,0.16832166943293703,0.11217787300372481,0.9338512887688817,6668.008430999998,1.1823245855941307,0.2661471576338666,0.08416083471646851,0.8277472742542471
solution_29_obj=5_h_lns.log,29,5,-1.0,600.065133,0.390048,0,0.10995242623725503,0.32153119329525304,0.23917610095820044,0.8346451652251451,7062.879299000001,2.108434142641403,0.4450999113931114,0.16076559664762652,0.45856398165313794
solution_26_obj=7_h_lns.log,26,7,-1.0,601.356767,0.287581,0,0.0959443857747888,0.3041065958361407,0.21725961294137835,0.8653454145908743,6626.144503999999,1.9690950569358632,0.3944716758976294,0.15205329791807035,0.4405076650678534
solution_58_obj=1_h_lns.log,58,1,-1.0,600.82767,61.07749,0,0.1329174982561324,0.6301440881522271,0.42129994411592975,0.6486137504454877,5680.689069999998,2.6064564700954187,0.7360364222978799,0.31507204407611356,0.3147050132862391
solution_10_obj=6_h_lns.log,10,6,-1.0,600.039575,0.27791,0,0.07801227377188391,0.3965579756071656,0.27936966833994503,0.7975134431540221,1127.1264829999989,2.0771503991748075,0.5038822866773366,0.1982789878035828,0.27645145406475224
solution_32_obj=1_h_lns.log,32,1,-1.0,600.001549,5.963857,0,0.09626446983188272,0.8922074236544435,0.555032815884797,0.4943539770009639,799.4923649999993,3.356661894956672,1.0113565272421692,0.4461037118272218,0.17170484772443687
solution_16_obj=2_h_lns.log,16,2,-1.0,600.202142,-692.802282,0,0.20452487963577526,1.2322322266530032,0.6624543765413112,0.3619004221824674,2827.315987999998,3.201695823003657,1.32785203584368,0.6161161133265016,0.30719437057701293
solution_47_obj=9_h_lns.log,47,9,-1.0,600.579109,89.803387,0,0.1110988598222319,0.20840025214215288,0.1399920757353111,0.9141190395304316,5820.244906,1.238768935479548,0.30651170865479593,0.10420012607107645,0.7896401631484514
solution_3_obj=0_h_lns.log,3,0,-1.0,600.01928,16.751744,0,0.13231277275641323,1.398401621225907,0.7819464688329653,0.21793468230108037,957.0965739999995,5.869970726276508,1.8943417828474012,0.6992008106129534,0.16751740720096478
solution_38_obj=8_h_lns.log,38,8,-1.0,600.006875,0.172359,0,0.12406497583860517,0.8164340198956861,0.5566380233480346,0.4615451778749998,1103.4851589999994,4.4582199463395185,1.080108854540472,0.408217009947843,0.2206538556986494
solution_21_obj=4_h_lns.log,21,4,-1.0,601.191033,0.903595,0,0.15726229458432261,0.754681722525548,0.4761371054209951,0.5865446324755936,5971.538901999996,2.7413199100529493,0.8395832868940809,0.377340861262774,0.3294621172385985
solution_28_obj=9_h_lns.log,28,9,-1.0,600.784034,258.613289,0,0.13881583898707,0.2828592146746647,0.1825856991998966,0.866504179700266,11598.068552000006,1.2953904757522068,0.392507991273526,0.14142960733733234,0.7583770251250981
solution_9_obj=6_h_lns.log,9,6,-1.0,600.008649,0.278488,0,0.07826224232401696,0.40876129670796685,0.287209280814092,0.7860480127334358,1017.8874159999995,1.9578827069678995,0.521715362654,0.2043806483539834,0.26976711783533697
